n_estimators,max_depth,min_samples_split,min_samples_leaf,min_weight_fraction_leaf,max_features,max_leaf_nodes,min_impurity_decrease,bootstrap,oob_score,accuracy
"[1, 2, 3, 4, 5, 10, 11, 12, 13, 14, 15, 16]","[1, 2, 3, 4, 5, 10, 11, 12, 13, 14, 15, 16]","[10, 11, 12, 13, 14, 15, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]","[1, 2, 3, 4, 0.001, 0.01, 0.02, 0.03, 0.04, 0.1]","[0.0, 0.01, 0.0001]","['auto', 'sqrt', 'log2', None]","[None, 2, 5, 10]","[0.0, 0.001, 0.01, 0.1]","[True, False]",[False],prediction
15,15,10,0.01,0.0001,log2,,0.0,False,False,0.84129213483146
11,12,20,4,0.0001,sqrt,,0.0,False,False,0.84129213483146
12,15,21,4,0.01,log2,,0.001,False,False,0.8398876404494381
16,12,26,0.001,0.0,log2,,0.001,False,False,0.8398876404494381
16,12,10,4,0.0001,auto,,0.0,False,False,0.8398876404494381
14,12,20,0.001,0.0,sqrt,,0.001,False,False,0.838483146067415
13,13,20,0.001,0.01,auto,,0.001,False,False,0.8370786516853931
15,16,28,3,0.0,auto,,0.001,False,False,0.8370786516853931
11,15,10,4,0.0,auto,,0.0,False,False,0.8370786516853931
14,15,28,0.02,0.01,log2,,0.0,False,False,0.83567415730337
16,16,10,2,0.01,sqrt,,0.001,False,False,0.8342696629213481
13,14,28,1,0.0,sqrt,,0.001,False,False,0.8342696629213481
10,11,20,2,0.0001,auto,,0.0,True,False,0.8342696629213481
12,13,10,3,0.01,sqrt,,0.001,False,False,0.8342696629213481
15,10,15,4,0.0001,log2,,0.0,False,False,0.832865168539325
10,16,23,2,0.0,log2,,0.001,False,False,0.832865168539325
14,5,22,0.02,0.0001,auto,,0.001,False,False,0.832865168539325
16,14,14,1,0.0,sqrt,,0.0,True,False,0.832865168539325
15,14,10,1,0.0,auto,10,0.0,False,False,0.8314606741573031
10,12,12,0.001,0.0,sqrt,,0.0,False,False,0.8314606741573031
13,15,13,3,0.0001,log2,,0.0,True,False,0.8314606741573031
10,15,21,2,0.0,auto,,0.0,True,False,0.83005617977528
14,16,27,0.02,0.0001,auto,,0.0,False,False,0.83005617977528
11,5,23,0.001,0.0,auto,,0.0,False,False,0.83005617977528
13,13,23,4,0.0,sqrt,,0.0,False,False,0.8286516853932581
15,13,25,3,0.0,log2,,0.0,False,False,0.8286516853932581
16,15,13,2,0.01,log2,,0.0,False,False,0.8286516853932581
10,15,23,0.001,0.0001,auto,,0.001,False,False,0.8286516853932581
14,16,20,3,0.0001,log2,,0.0,True,False,0.8286516853932581
15,5,23,3,0.0,log2,,0.001,False,False,0.8272471910112361
2,12,22,1,0.01,log2,,0.001,False,False,0.8272471910112361
16,12,12,1,0.0,sqrt,,0.0,False,False,0.8272471910112361
15,5,27,0.001,0.01,auto,,0.0,False,False,0.8272471910112361
15,10,24,0.01,0.01,auto,,0.001,False,False,0.8272471910112361
11,10,20,0.001,0.0,log2,,0.0,False,False,0.8258426966292131
13,13,20,3,0.01,log2,,0.001,True,False,0.8258426966292131
16,10,21,4,0.01,sqrt,,0.0,True,False,0.8258426966292131
4,13,27,1,0.01,auto,,0.001,False,False,0.8244382022471911
11,14,26,0.02,0.01,sqrt,,0.0,False,False,0.8244382022471911
10,14,26,0.01,0.0001,log2,,0.0,True,False,0.8244382022471911
2,15,27,2,0.0,log2,,0.0,False,False,0.8244382022471911
11,15,29,0.02,0.0001,sqrt,,0.001,False,False,0.8244382022471911
16,10,11,0.001,0.0,sqrt,,0.0,True,False,0.8244382022471911
5,11,24,0.01,0.0001,,,0.0,True,False,0.8244382022471911
13,13,15,4,0.01,auto,,0.001,False,False,0.8244382022471911
10,12,28,2,0.0,,,0.0,True,False,0.823033707865168
4,13,30,3,0.01,auto,,0.001,False,False,0.823033707865168
5,16,13,0.02,0.0,log2,,0.001,False,False,0.823033707865168
5,12,26,3,0.01,sqrt,,0.001,False,False,0.823033707865168
11,15,22,4,0.01,auto,,0.0,False,False,0.823033707865168
16,13,26,2,0.0001,auto,,0.0,True,False,0.823033707865168
16,13,11,0.01,0.0001,sqrt,10,0.0,False,False,0.823033707865168
10,13,25,2,0.01,log2,,0.001,False,False,0.8216292134831461
1,15,23,2,0.01,auto,,0.001,False,False,0.8216292134831461
3,15,23,4,0.0,,10,0.001,True,False,0.8216292134831461
16,15,15,0.01,0.01,sqrt,10,0.0,False,False,0.8216292134831461
2,11,23,3,0.0001,log2,,0.001,False,False,0.8216292134831461
13,5,11,2,0.0,log2,,0.0,False,False,0.8216292134831461
11,14,27,3,0.0001,auto,,0.0,False,False,0.8216292134831461
14,16,15,1,0.01,auto,,0.001,True,False,0.8216292134831461
14,11,12,4,0.01,auto,10,0.001,False,False,0.8216292134831461
11,15,10,0.01,0.0,auto,10,0.0,True,False,0.8216292134831461
13,11,10,3,0.01,log2,,0.0,True,False,0.8216292134831461
12,16,20,3,0.0,auto,,0.001,True,False,0.8216292134831461
13,11,11,2,0.0001,log2,10,0.001,False,False,0.8216292134831461
15,4,15,0.03,0.0,auto,,0.001,True,False,0.820224719101123
5,14,12,0.001,0.0,auto,,0.0,True,False,0.820224719101123
14,11,13,3,0.01,,,0.0,True,False,0.820224719101123
3,15,10,0.01,0.01,log2,,0.0,False,False,0.820224719101123
4,16,27,0.01,0.01,,,0.001,True,False,0.820224719101123
12,11,11,4,0.0001,sqrt,10,0.001,False,False,0.820224719101123
5,11,12,4,0.0001,auto,,0.0,True,False,0.820224719101123
13,10,30,0.02,0.01,sqrt,10,0.001,False,False,0.820224719101123
4,11,24,0.03,0.0001,log2,,0.001,True,False,0.8188202247191011
14,13,29,0.01,0.0,sqrt,,0.0,False,False,0.8188202247191011
14,13,25,4,0.01,sqrt,,0.0,True,False,0.8188202247191011
4,16,22,0.02,0.0,auto,10,0.0,False,False,0.8188202247191011
12,10,30,0.02,0.0001,sqrt,,0.001,False,False,0.8188202247191011
16,11,24,0.02,0.0001,log2,10,0.0,False,False,0.8188202247191011
4,14,20,0.02,0.01,auto,10,0.0,False,False,0.8188202247191011
12,13,25,2,0.0,,,0.001,True,False,0.8188202247191011
3,13,10,0.001,0.01,sqrt,,0.001,False,False,0.8188202247191011
4,10,22,0.02,0.01,sqrt,,0.0,False,False,0.8188202247191011
10,14,27,2,0.0001,auto,,0.001,True,False,0.8188202247191011
14,14,12,3,0.0001,log2,,0.001,True,False,0.817415730337078
5,13,27,0.01,0.01,log2,,0.001,False,False,0.817415730337078
13,10,21,2,0.01,,5,0.001,True,False,0.817415730337078
16,11,13,2,0.01,sqrt,10,0.0,True,False,0.817415730337078
4,14,30,3,0.0,sqrt,,0.001,True,False,0.817415730337078
2,15,22,0.02,0.0001,log2,,0.001,False,False,0.817415730337078
12,5,20,0.001,0.0001,sqrt,,0.001,True,False,0.817415730337078
13,15,15,2,0.01,auto,10,0.001,False,False,0.817415730337078
3,13,23,0.001,0.0,sqrt,5,0.0,False,False,0.817415730337078
13,10,27,2,0.0,,,0.001,True,False,0.817415730337078
3,10,24,0.001,0.0,auto,5,0.001,False,False,0.817415730337078
10,15,30,4,0.0001,,10,0.0,True,False,0.817415730337078
3,15,14,3,0.0001,sqrt,5,0.0,False,False,0.817415730337078
15,16,27,2,0.01,auto,,0.0,True,False,0.817415730337078
13,11,10,0.001,0.0001,,5,0.001,True,False,0.817415730337078
4,15,12,4,0.01,,10,0.0,True,False,0.817415730337078
13,3,11,2,0.01,,5,0.01,True,False,0.817415730337078
11,15,14,0.01,0.0001,sqrt,,0.001,True,False,0.817415730337078
14,14,13,0.001,0.01,,5,0.001,True,False,0.8160112359550561
15,14,21,3,0.01,log2,10,0.001,False,False,0.8160112359550561
12,14,11,0.001,0.01,log2,10,0.0,True,False,0.8160112359550561
12,16,23,3,0.01,,,0.001,True,False,0.8160112359550561
13,16,21,0.01,0.0001,,5,0.0,True,False,0.8160112359550561
5,11,10,3,0.01,auto,,0.0,False,False,0.8160112359550561
3,16,26,4,0.0001,,10,0.001,True,False,0.8160112359550561
13,11,10,0.001,0.01,sqrt,10,0.0,False,False,0.8160112359550561
15,14,10,0.02,0.0001,log2,10,0.001,True,False,0.8160112359550561
14,13,30,0.02,0.0,sqrt,10,0.001,True,False,0.8160112359550561
14,16,11,0.01,0.01,sqrt,10,0.001,True,False,0.8160112359550561
3,12,23,0.02,0.0001,log2,5,0.001,False,False,0.8160112359550561
10,11,21,0.001,0.01,,10,0.0,True,False,0.8160112359550561
16,10,29,1,0.01,sqrt,,0.001,True,False,0.8160112359550561
14,14,10,0.01,0.01,sqrt,,0.001,True,False,0.8160112359550561
16,10,24,1,0.0001,auto,10,0.001,False,False,0.8160112359550561
13,11,22,2,0.0001,log2,,0.0,True,False,0.8160112359550561
4,5,14,3,0.0,,10,0.01,True,False,0.814606741573033
12,13,30,0.02,0.0001,sqrt,10,0.0,False,False,0.814606741573033
13,16,20,4,0.0,log2,10,0.0,False,False,0.814606741573033
15,5,30,4,0.0,,,0.001,True,False,0.814606741573033
11,13,10,2,0.01,,10,0.001,True,False,0.814606741573033
13,11,28,4,0.01,,,0.001,True,False,0.814606741573033
15,3,22,4,0.01,sqrt,10,0.0,False,False,0.814606741573033
15,12,27,1,0.0001,log2,,0.001,True,False,0.814606741573033
15,3,15,2,0.01,log2,10,0.0,False,False,0.814606741573033
16,11,22,4,0.0,log2,10,0.001,False,False,0.814606741573033
16,12,30,0.001,0.0,,,0.0,True,False,0.814606741573033
13,14,23,4,0.01,,5,0.001,True,False,0.814606741573033
16,15,21,0.01,0.0001,log2,10,0.001,True,False,0.814606741573033
11,13,21,3,0.01,log2,10,0.001,False,False,0.814606741573033
11,16,20,0.001,0.0001,,10,0.001,True,False,0.814606741573033
5,4,25,4,0.0,,,0.0,True,False,0.814606741573033
12,11,15,0.01,0.0,auto,10,0.001,False,False,0.814606741573033
16,10,14,0.001,0.01,log2,10,0.0,True,False,0.814606741573033
3,11,14,2,0.0,sqrt,,0.0,False,False,0.8132022471910111
1,13,29,1,0.0001,log2,5,0.01,False,False,0.8132022471910111
15,16,11,0.03,0.01,sqrt,10,0.001,False,False,0.8132022471910111
2,4,25,2,0.0,log2,5,0.001,False,False,0.8132022471910111
15,13,29,2,0.0001,,10,0.01,True,False,0.8132022471910111
12,12,23,3,0.01,auto,,0.0,False,False,0.8132022471910111
12,14,10,0.001,0.0,sqrt,,0.0,True,False,0.8132022471910111
5,16,26,0.01,0.0,sqrt,,0.0,True,False,0.8132022471910111
3,13,29,1,0.0,,10,0.01,True,False,0.8132022471910111
3,12,29,3,0.01,,,0.01,True,False,0.8132022471910111
12,14,10,0.02,0.01,log2,10,0.0,False,False,0.8132022471910111
1,16,29,1,0.0,auto,5,0.0,False,False,0.8132022471910111
16,5,13,1,0.0,auto,,0.0,True,False,0.8132022471910111
15,12,29,1,0.0,log2,10,0.0,False,False,0.8132022471910111
12,12,14,0.001,0.0001,sqrt,10,0.001,False,False,0.8132022471910111
3,10,10,4,0.0001,,,0.001,True,False,0.8132022471910111
11,11,26,4,0.01,sqrt,,0.0,True,False,0.8132022471910111
11,10,20,0.001,0.01,sqrt,10,0.001,False,False,0.8132022471910111
16,4,24,1,0.0,log2,,0.0,False,False,0.8132022471910111
15,3,26,0.01,0.0001,auto,10,0.0,False,False,0.8132022471910111
3,11,23,4,0.0001,log2,10,0.0,True,False,0.8132022471910111
2,16,28,0.01,0.0,sqrt,,0.001,False,False,0.8132022471910111
14,13,14,4,0.0,,5,0.01,True,False,0.8132022471910111
2,15,10,0.001,0.0001,log2,5,0.0,False,False,0.8132022471910111
2,15,14,2,0.0,sqrt,5,0.0,False,False,0.8132022471910111
12,14,30,3,0.0,,5,0.0,True,False,0.8132022471910111
10,13,24,1,0.0,log2,,0.0,True,False,0.8132022471910111
2,14,12,2,0.0001,auto,5,0.0,False,False,0.8132022471910111
13,13,24,4,0.01,sqrt,,0.0,True,False,0.8132022471910111
13,12,25,3,0.0,,,0.0,True,False,0.8132022471910111
15,12,28,0.03,0.01,log2,10,0.001,False,False,0.8132022471910111
13,13,29,0.03,0.0001,log2,10,0.0,False,False,0.811797752808988
11,12,28,2,0.0001,,5,0.0,True,False,0.811797752808988
5,5,22,4,0.0,log2,10,0.0,False,False,0.811797752808988
12,15,26,1,0.0,,10,0.001,True,False,0.811797752808988
10,10,11,3,0.0,sqrt,10,0.0,True,False,0.811797752808988
2,13,20,4,0.0001,,10,0.001,True,False,0.811797752808988
3,15,28,0.02,0.0001,auto,10,0.0,False,False,0.811797752808988
15,5,24,4,0.0,,10,0.01,True,False,0.811797752808988
13,13,21,0.01,0.0001,,10,0.001,True,False,0.811797752808988
2,11,30,2,0.0,auto,,0.001,False,False,0.811797752808988
14,13,12,1,0.0001,,,0.001,True,False,0.811797752808988
16,16,30,1,0.0,,5,0.001,True,False,0.811797752808988
11,4,13,4,0.0001,log2,,0.0,False,False,0.811797752808988
15,10,29,0.02,0.0001,auto,10,0.0,False,False,0.811797752808988
3,10,14,4,0.0001,sqrt,,0.001,True,False,0.811797752808988
16,16,26,2,0.0001,,5,0.0,True,False,0.811797752808988
5,3,22,0.001,0.0,,10,0.001,True,False,0.811797752808988
16,11,29,0.03,0.01,log2,10,0.0,False,False,0.811797752808988
2,16,11,4,0.0001,log2,10,0.001,False,False,0.811797752808988
13,10,10,2,0.0,sqrt,,0.001,True,False,0.811797752808988
3,12,30,0.001,0.01,auto,,0.001,False,False,0.811797752808988
11,5,21,0.03,0.0,sqrt,,0.001,True,False,0.811797752808988
4,4,27,3,0.0,,,0.001,True,False,0.811797752808988
14,13,23,1,0.0,auto,10,0.001,False,False,0.811797752808988
15,15,22,0.001,0.0,,5,0.01,True,False,0.811797752808988
16,10,29,1,0.01,,10,0.0,True,False,0.811797752808988
4,14,10,4,0.01,sqrt,10,0.001,True,False,0.8103932584269661
12,4,14,1,0.01,log2,,0.0,True,False,0.8103932584269661
3,16,14,4,0.01,log2,5,0.001,False,False,0.8103932584269661
2,12,25,1,0.0,auto,,0.0,False,False,0.8103932584269661
13,15,15,1,0.01,,10,0.01,True,False,0.8103932584269661
16,4,29,0.02,0.0001,auto,10,0.001,False,False,0.8103932584269661
12,12,13,1,0.01,auto,10,0.001,True,False,0.8103932584269661
5,15,12,3,0.0,sqrt,,0.0,True,False,0.8103932584269661
16,4,10,3,0.0,sqrt,,0.001,True,False,0.8103932584269661
1,13,14,1,0.0,auto,,0.01,False,False,0.8103932584269661
14,14,30,2,0.01,auto,,0.001,True,False,0.8103932584269661
14,16,11,0.03,0.0,,5,0.01,True,False,0.8103932584269661
3,10,23,4,0.01,sqrt,,0.0,False,False,0.8103932584269661
16,13,28,0.01,0.0001,,5,0.0,True,False,0.8103932584269661
5,5,12,1,0.0,,10,0.0,True,False,0.8103932584269661
3,10,23,0.01,0.01,auto,,0.0,False,False,0.8103932584269661
5,16,14,0.02,0.01,sqrt,,0.0,True,False,0.8103932584269661
5,11,15,0.04,0.0001,,5,0.001,True,False,0.8103932584269661
11,5,20,0.001,0.0,,5,0.0,True,False,0.8103932584269661
15,16,14,4,0.0001,,10,0.001,True,False,0.8103932584269661
5,4,15,0.001,0.0,,5,0.01,True,False,0.8103932584269661
3,13,12,3,0.01,log2,5,0.0,False,False,0.8103932584269661
2,16,13,0.001,0.0001,log2,10,0.0,True,False,0.8103932584269661
15,10,21,2,0.0001,sqrt,,0.001,True,False,0.8103932584269661
4,12,26,0.03,0.01,sqrt,,0.001,False,False,0.8103932584269661
11,10,21,0.03,0.0001,log2,,0.0,False,False,0.8103932584269661
10,4,26,4,0.01,,5,0.001,True,False,0.8103932584269661
15,5,23,0.01,0.0,auto,,0.0,True,False,0.8103932584269661
1,13,30,1,0.0,log2,,0.01,False,False,0.8103932584269661
3,10,23,4,0.01,log2,5,0.0,False,False,0.8103932584269661
10,15,24,0.03,0.0001,auto,,0.001,False,False,0.8103932584269661
4,13,30,3,0.0,log2,,0.001,False,False,0.8103932584269661
1,10,25,2,0.0001,auto,,0.01,False,False,0.8103932584269661
13,10,22,1,0.01,,10,0.01,True,False,0.8103932584269661
11,10,20,0.001,0.01,,5,0.01,True,False,0.8103932584269661
10,5,23,1,0.0,,5,0.0,True,False,0.8103932584269661
1,5,28,4,0.0001,sqrt,,0.01,False,False,0.8103932584269661
1,15,23,4,0.01,auto,,0.01,False,False,0.8103932584269661
3,14,10,0.01,0.0001,auto,5,0.0,False,False,0.8103932584269661
1,13,30,1,0.0,log2,10,0.01,False,False,0.8103932584269661
16,15,22,0.03,0.0,auto,10,0.001,False,False,0.8103932584269661
10,10,22,0.001,0.0,,5,0.0,True,False,0.8103932584269661
11,15,15,1,0.0001,,5,0.01,True,False,0.8103932584269661
11,10,26,0.001,0.0001,,,0.01,True,False,0.8103932584269661
14,10,29,4,0.0001,log2,5,0.0,False,False,0.8103932584269661
10,3,24,3,0.0,,5,0.01,True,False,0.808988764044943
5,4,27,4,0.01,,,0.01,True,False,0.808988764044943
12,12,10,0.03,0.01,sqrt,10,0.001,False,False,0.808988764044943
11,13,30,0.03,0.01,,5,0.01,True,False,0.808988764044943
16,14,22,1,0.0001,auto,10,0.0,True,False,0.808988764044943
4,16,24,3,0.01,log2,10,0.001,False,False,0.808988764044943
15,14,12,3,0.0001,sqrt,10,0.0,True,False,0.808988764044943
5,14,26,3,0.0001,log2,10,0.001,False,False,0.808988764044943
16,16,13,0.01,0.01,,,0.01,True,False,0.808988764044943
10,15,11,0.001,0.0001,,,0.01,True,False,0.808988764044943
5,16,24,0.001,0.0,,,0.001,True,False,0.808988764044943
16,10,24,3,0.0001,,5,0.01,True,False,0.808988764044943
12,11,15,0.01,0.0001,,5,0.001,True,False,0.808988764044943
5,15,20,0.001,0.01,auto,10,0.0,False,False,0.808988764044943
12,13,13,2,0.01,auto,,0.001,True,False,0.808988764044943
11,16,30,0.02,0.0,sqrt,10,0.0,False,False,0.808988764044943
16,3,10,1,0.01,,,0.001,True,False,0.808988764044943
1,13,27,3,0.0,sqrt,5,0.01,False,False,0.808988764044943
2,5,12,0.02,0.01,auto,5,0.0,False,False,0.808988764044943
15,4,12,0.01,0.0,sqrt,10,0.001,False,False,0.808988764044943
15,16,24,4,0.0,log2,10,0.001,False,False,0.808988764044943
1,3,28,3,0.01,auto,,0.0,False,False,0.808988764044943
3,5,27,3,0.01,sqrt,,0.001,False,False,0.808988764044943
10,13,21,3,0.0001,,5,0.01,True,False,0.808988764044943
1,11,25,3,0.0001,auto,10,0.0,False,False,0.808988764044943
16,3,14,0.001,0.0001,,5,0.001,True,False,0.808988764044943
12,4,14,0.01,0.0001,sqrt,,0.0,False,False,0.808988764044943
11,16,30,3,0.0001,,5,0.001,True,False,0.808988764044943
4,16,30,2,0.0,log2,,0.001,False,False,0.808988764044943
12,15,27,2,0.0001,,10,0.01,True,False,0.808988764044943
1,5,25,0.001,0.0,sqrt,5,0.01,False,False,0.808988764044943
12,13,23,0.02,0.0001,sqrt,10,0.001,False,False,0.808988764044943
13,14,23,1,0.0,sqrt,10,0.001,False,False,0.808988764044943
11,3,13,2,0.01,,10,0.01,True,False,0.808988764044943
15,11,12,0.02,0.0,,10,0.001,True,False,0.808988764044943
15,4,28,3,0.0001,auto,,0.0,False,False,0.808988764044943
4,11,24,0.03,0.0001,log2,,0.0,True,False,0.808988764044943
15,12,30,0.01,0.0001,auto,,0.0,True,False,0.8075842696629211
14,10,25,1,0.0001,auto,5,0.0,False,False,0.8075842696629211
14,11,28,4,0.01,sqrt,10,0.001,True,False,0.8075842696629211
15,3,20,4,0.0,,,0.01,True,False,0.8075842696629211
1,11,10,2,0.01,sqrt,10,0.01,False,False,0.8075842696629211
16,14,14,3,0.0001,,10,0.01,True,False,0.8075842696629211
4,13,21,0.001,0.01,log2,10,0.001,False,False,0.8075842696629211
15,15,25,0.02,0.0001,,,0.001,True,False,0.8075842696629211
16,15,25,1,0.0001,auto,,0.0,True,False,0.8075842696629211
1,2,30,0.04,0.0001,sqrt,10,0.0,False,False,0.8075842696629211
16,16,25,3,0.0001,log2,5,0.0,False,False,0.8075842696629211
4,10,20,0.001,0.01,log2,10,0.001,False,False,0.8075842696629211
11,10,29,1,0.01,auto,10,0.001,False,False,0.8075842696629211
3,11,11,1,0.0,sqrt,,0.0,False,False,0.8075842696629211
5,13,22,0.01,0.0001,log2,10,0.001,False,False,0.8075842696629211
1,3,30,0.01,0.01,auto,,0.01,False,False,0.8075842696629211
16,14,11,0.01,0.0,,5,0.01,True,False,0.8075842696629211
11,16,15,2,0.0,log2,,0.001,True,False,0.8075842696629211
14,13,26,4,0.0,auto,10,0.0,False,False,0.8075842696629211
14,13,29,0.02,0.0001,auto,,0.001,True,False,0.8075842696629211
1,2,11,0.02,0.0001,auto,5,0.01,False,False,0.8075842696629211
15,4,10,3,0.01,log2,,0.0,False,False,0.8075842696629211
13,3,20,0.01,0.01,,10,0.001,True,False,0.8075842696629211
5,11,29,0.02,0.0001,auto,10,0.0,False,False,0.8075842696629211
16,12,28,0.02,0.01,auto,,0.001,False,False,0.8075842696629211
15,3,15,4,0.0001,,10,0.0,True,False,0.8075842696629211
13,5,29,0.01,0.0,auto,5,0.001,False,False,0.8075842696629211
13,3,21,4,0.01,,,0.0,True,False,0.8075842696629211
15,11,23,0.01,0.0,,,0.001,True,False,0.8075842696629211
1,4,11,0.01,0.0001,auto,5,0.01,False,False,0.8075842696629211
13,15,20,0.03,0.0,,10,0.01,True,False,0.8075842696629211
14,13,29,0.001,0.01,,,0.01,True,False,0.8075842696629211
12,14,24,0.001,0.0,,,0.01,True,False,0.8075842696629211
3,4,26,4,0.0001,auto,,0.0,False,False,0.8075842696629211
1,10,11,0.02,0.01,sqrt,5,0.01,False,False,0.8075842696629211
11,15,21,0.01,0.0001,,5,0.01,True,False,0.8075842696629211
5,4,26,0.04,0.01,,10,0.01,True,False,0.8075842696629211
13,15,10,0.02,0.01,sqrt,10,0.001,False,False,0.8075842696629211
15,10,21,0.03,0.01,,5,0.01,True,False,0.8075842696629211
15,4,10,4,0.01,log2,10,0.001,True,False,0.806179775280898
13,3,12,0.001,0.0001,log2,,0.01,False,False,0.806179775280898
16,10,26,0.04,0.0001,log2,10,0.001,False,False,0.806179775280898
16,12,23,2,0.0001,sqrt,10,0.001,False,False,0.806179775280898
12,2,30,0.03,0.01,,10,0.001,True,False,0.806179775280898
10,13,15,0.03,0.0001,sqrt,10,0.001,False,False,0.806179775280898
15,13,28,4,0.01,sqrt,10,0.01,False,False,0.806179775280898
5,2,27,0.02,0.0001,auto,10,0.0,False,False,0.806179775280898
16,14,12,0.02,0.0001,,,0.0,True,False,0.806179775280898
4,4,15,2,0.0001,,5,0.0,True,False,0.806179775280898
11,16,12,0.02,0.0,auto,10,0.01,True,False,0.806179775280898
12,15,30,0.01,0.0001,log2,10,0.0,True,False,0.806179775280898
12,11,11,0.03,0.0001,,,0.01,True,False,0.806179775280898
16,4,26,2,0.0,log2,10,0.001,False,False,0.806179775280898
2,5,10,3,0.01,,,0.0,True,False,0.806179775280898
4,11,28,0.001,0.01,,5,0.001,True,False,0.806179775280898
4,11,29,0.02,0.01,auto,5,0.001,False,False,0.806179775280898
4,14,11,3,0.0001,auto,,0.0,True,False,0.806179775280898
14,13,21,3,0.01,,,0.001,True,False,0.806179775280898
13,2,10,2,0.01,,10,0.01,True,False,0.806179775280898
12,3,15,0.03,0.0001,,,0.01,True,False,0.806179775280898
15,16,25,0.02,0.0001,log2,5,0.01,False,False,0.806179775280898
16,11,15,0.03,0.0001,sqrt,5,0.001,False,False,0.806179775280898
14,5,14,0.001,0.01,log2,10,0.001,True,False,0.806179775280898
5,4,27,0.03,0.01,,5,0.0,True,False,0.806179775280898
16,16,23,0.02,0.01,log2,,0.0,True,False,0.806179775280898
13,5,27,0.04,0.0,,,0.001,True,False,0.806179775280898
14,10,13,0.001,0.01,,,0.01,True,False,0.806179775280898
4,11,10,0.04,0.0001,,,0.0,True,False,0.806179775280898
15,12,21,0.03,0.0,auto,5,0.01,False,False,0.806179775280898
13,2,28,2,0.0001,,,0.001,True,False,0.806179775280898
13,16,22,0.04,0.0,,5,0.001,True,False,0.806179775280898
4,11,12,2,0.01,,5,0.001,True,False,0.806179775280898
1,4,21,2,0.0,log2,10,0.001,False,False,0.806179775280898
5,13,24,3,0.0001,sqrt,,0.0,False,False,0.806179775280898
15,11,21,4,0.0,,,0.001,True,False,0.806179775280898
5,2,27,0.04,0.0,auto,,0.001,False,False,0.8047752808988761
4,16,25,0.02,0.01,log2,,0.0,True,False,0.8047752808988761
2,12,30,3,0.01,log2,10,0.001,False,False,0.8047752808988761
2,10,22,0.01,0.0001,auto,5,0.001,False,False,0.8047752808988761
5,10,28,0.001,0.01,,5,0.01,True,False,0.8047752808988761
2,14,10,3,0.01,auto,5,0.0,False,False,0.8047752808988761
16,14,15,0.03,0.01,sqrt,5,0.01,False,False,0.8047752808988761
2,3,12,1,0.0,,10,0.0,True,False,0.8047752808988761
15,10,28,2,0.0,sqrt,10,0.0,True,False,0.8047752808988761
16,15,25,0.03,0.01,auto,5,0.01,False,False,0.8047752808988761
13,15,22,0.02,0.0001,log2,10,0.001,True,False,0.8047752808988761
1,3,27,0.02,0.01,log2,10,0.01,True,False,0.8047752808988761
2,15,12,2,0.0,sqrt,10,0.001,False,False,0.8047752808988761
16,15,22,4,0.01,sqrt,10,0.0,True,False,0.8047752808988761
5,5,24,1,0.0001,,10,0.01,True,False,0.8047752808988761
15,13,30,2,0.01,sqrt,10,0.01,False,False,0.8047752808988761
11,2,10,0.001,0.0001,,10,0.001,True,False,0.8047752808988761
16,12,11,0.01,0.0001,log2,5,0.0,False,False,0.8047752808988761
10,15,28,4,0.0,,,0.01,True,False,0.8047752808988761
15,4,14,0.03,0.0,auto,5,0.001,False,False,0.8047752808988761
5,12,30,0.03,0.01,auto,10,0.001,False,False,0.8047752808988761
16,5,26,0.001,0.0,log2,10,0.01,False,False,0.8047752808988761
13,10,23,0.04,0.0,,10,0.0,True,False,0.8047752808988761
14,14,28,0.02,0.01,,5,0.0,True,False,0.8047752808988761
13,4,11,2,0.01,log2,10,0.0,False,False,0.8047752808988761
4,14,14,0.001,0.0001,sqrt,5,0.001,True,False,0.8047752808988761
2,12,22,1,0.01,sqrt,5,0.0,False,False,0.8047752808988761
4,13,23,0.02,0.0,log2,,0.0,True,False,0.8047752808988761
14,16,28,0.02,0.0001,log2,10,0.0,False,False,0.8047752808988761
10,4,30,4,0.0001,sqrt,,0.0,True,False,0.8047752808988761
11,2,30,3,0.0001,,10,0.01,True,False,0.8047752808988761
13,2,22,4,0.0,,10,0.0,True,False,0.8047752808988761
5,15,28,4,0.0,log2,10,0.001,False,False,0.8047752808988761
4,12,14,0.001,0.0,auto,,0.0,True,False,0.8047752808988761
5,10,30,0.03,0.0001,,,0.01,True,False,0.8047752808988761
2,12,14,0.001,0.01,log2,5,0.001,False,False,0.8047752808988761
16,13,20,3,0.0001,log2,5,0.01,False,False,0.8047752808988761
5,5,23,3,0.01,auto,,0.001,True,False,0.8047752808988761
3,2,27,3,0.0001,sqrt,10,0.001,False,False,0.8047752808988761
5,4,12,3,0.0,sqrt,10,0.0,False,False,0.8047752808988761
11,5,12,3,0.01,log2,10,0.0,True,False,0.8047752808988761
10,13,27,4,0.0001,,10,0.01,True,False,0.8047752808988761
3,2,22,0.001,0.0001,log2,10,0.01,False,False,0.8047752808988761
16,5,12,1,0.0,sqrt,5,0.01,False,False,0.8047752808988761
15,16,29,0.03,0.0001,auto,5,0.001,False,False,0.8047752808988761
16,5,30,4,0.01,sqrt,10,0.0,False,False,0.8047752808988761
14,12,12,0.03,0.0,sqrt,5,0.001,False,False,0.8047752808988761
